Street,Address,Suburb,State,Postcode,Type,Date,Method,Price,Bedrooms,Bathrooms,Cars,Area,Agent,Latitude,Longitude,Distance
402/2 Mascoma Street ,ASCOT VALE VIC 3032,ASCOT VALE,VIC,3032,Apartment ,22-Jun-21,private treaty,1330000,3,2,2,0,UNKNOWN,-37.7766275,144.9304593,5.073794103
5/320 Drummond Street ,CARLTON VIC 3053,CARLTON,VIC,3053,Townhouse,24-May-21,auction,1350000,2,1,1,0,Nelson Alexander | Carlton,-37.800651,144.9685789,1.582347867
1/24 Green Street ,PRAHRAN VIC 3181,PRAHRAN,VIC,3181,Townhouse,15-May-21,private treaty,1350000,3,1,1,0, Jellis Craig Stonnington,-37.84981875,144.9898036,4.599917563
4D Separation Street ,ALPHINGTON VIC 3078,ALPHINGTON,VIC,3078,Townhouse,9-Apr-22,auction,1275000,3,1,1,0,Jellis Craig Northcote,-37.7724768,145.0262867,7.234798561
18/120 Cambridge Street ,COLLINGWOOD VIC 3066,COLLINGWOOD,VIC,3066,Apartment ,17-Apr-21,auction,1330000,2,1,2,0,Nelson Alexander Fitzroy,-37.8052864,144.9854042,2.192642153
2/5 Northampton Place ,SOUTH YARRA VIC 3141,SOUTH YARRA,VIC,3141,Townhouse,17-Apr-21,auction,1340000,2,2,1,0,Belle Property South Yarra,-37.8366972,144.9879333,3.314974212
86 Victoria Street ,FITZROY VIC 3065,FITZROY,VIC,3065,Townhouse,9-Apr-22,auction,1265000,3,1,1,0,Nelson Alexander Fitzroy,-37.7991495,144.9776585,2.10530418
24/8 Trenerry Crescent ,ABBOTSFORD VIC 3067,ABBOTSFORD,VIC,3067,Apartment ,15-Apr-21,auction,1300000,3,2,1,0,Woodards,-37.8000381,145.0000366,3.604076546
702/9 Shuter Street ,MOONEE PONDS VIC 3039,MOONEE PONDS,VIC,3039,Apartment ,29-Jun-21,private treaty,1338000,3,2,3,0,McDonald Upton,-37.7675792,144.9207019,6.39059726
3/15 Somers Avenue ,MALVERN VIC 3144,MALVERN,VIC,3144,Apartment ,2-Jul-21,private treaty,1340000,2,1,2,0,UNKNOWN,-37.8495157,145.0333174,7.307636892
1/4 Avondale Road ,ARMADALE VIC 3143,ARMADALE,VIC,3143,Townhouse,12-May-22,private treaty,1250000,3,2,1,0,Kay & Burton South Yarra,-37.8570317,145.0164861,6.680010084
8/102-104 Jolimont Road ,EAST MELBOURNE VIC 3002,EAST MELBOURNE,VIC,3002,Apartment ,4-Jun-22,auction,1170000,3,2,1,0,Jellis Craig Fitzroy,-37.812498,144.9858851,2.005990097
1/22 Raglan Street ,NORTH MELBOURNE VIC 3051,NORTH MELBOURNE,VIC,3051,Apartment ,28-Apr-22,auction,1250000,4,2,1,0,Alexkarbon Real Estate Pty Ltd,-37.804442,144.9508061,1.536572513
10/2-4 Kensington Road ,SOUTH YARRA VIC 3141,SOUTH YARRA,VIC,3141,Apartment ,26-Feb-22,auction,1280000,2,2,2,0,Marshall White,-37.8359339,145.00171,4.160010192
24 Wattle Road ,DOCKLANDS VIC 3008,DOCKLANDS,VIC,3008,Townhouse,18-Dec-21,auction,1130000,3,3,2,0,UNKNOWN,-37.8157161,144.9370133,2.303644755
402/2 Black Street ,BRUNSWICK VIC 3056,BRUNSWICK,VIC,3056,Apartment ,15-Dec-21,auction,1135000,2,2,1,0,Jellis Craig - Brunswick,-37.7760364,144.9599249,4.25640173
16/723 Orrong Road ,TOORAK VIC 3142,TOORAK,VIC,3142,Apartment ,19-Feb-22,auction,1255000,2,1,2,0,Belle Property South Yarra,-37.8416141,145.0176215,5.672672666
8/100 Curzon Street ,NORTH MELBOURNE VIC 3051,NORTH MELBOURNE,VIC,3051,Townhouse,4-Jun-22,auction,1215000,2,1,1,0,Jellis Craig Fitzroy,-37.8004545,144.9485098,2.000322713
105A South Crescent ,NORTHCOTE VIC 3070,NORTHCOTE,VIC,3070,Townhouse,18-Dec-21,private treaty,1100000,3,1,1,0,Nelson Alexander Northcote,-37.7789681,145.00324,5.270852301
1/45 Briggs Street ,CAULFIELD VIC 3162,CAULFIELD,VIC,3162,Townhouse,14-Aug-20,private treaty,1310000,4,2,2,0,Hodges Caulfield,-37.8853161,145.0259717,9.642316096
10/3375 Point Nepean Road ,SORRENTO VIC 3943,SORRENTO,VIC,3943,Apartment ,4-Aug-20,private treaty,1319000,2,2,2,0,Kay & Burton Portsea,-38.3447273,144.7420938,62.10180468
2/12-14 Blanche Street ,ELSTERNWICK VIC 3185,ELSTERNWICK,VIC,3185,Apartment ,30-Sep-20,auction,1250000,3,2,1,0, Gary Peer,-37.8811619,145.0142738,8.694842147
1/45 Hoffmans Road ,ESSENDON WEST VIC 3040,ESSENDON WEST,VIC,3040,Townhouse,18-Feb-22,private treaty,1290000,3,2,3,0,Jellis Craig Moonee Valley,-37.7512394,144.8899814,9.510848938
1031-1069 Swan Bay Road ,MANNERIM VIC 3222,MANNERIM,VIC,3222,House,5-Dec-21,private treaty,2675000,3,2,6,1,HF RICHARDSON PROPERTY PTY LTD,-38.219588,144.5915052,55.62120238
1-10/1-3 Isla Street ,SUNSHINE NORTH VIC 3020,SUNSHINE NORTH,VIC,3020,Block of units,27-Oct-19,auction,2390000,1,1,1,1,Douglas Kay Estate Agents,-37.7639467,144.8361969,12.48277793
9 Parkside Street ,SORRENTO VIC 3943,SORRENTO,VIC,3943,New home designs,16-Nov-16,private treaty,2675000,4,3,4,1,Peninsula Sotheby's International Realty - Sorrento,-38.3465188,144.7405453,62.33336374
46 Cook Street ,FLINDERS VIC 3929,FLINDERS,VIC,3929,Apartment ,15-Apr-17,auction,2110000,3,4,0,1,RT Edgar Flinders,-38.4725333,145.004909,73.31536009
5/51 Goldsmith Street ,ELWOOD VIC 3184,ELWOOD,VIC,3184,Townhouse,27-Oct-21,auction,2450000,3,2,2,1,Buxton Real Estate Bentleigh,-37.880898,144.9843464,7.646708646
64/93 Camp Hill Road ,SOMERS VIC 3927,SOMERS,VIC,3927,Apartment ,9-Feb-17,private treaty,94000,2,1,1,1,UNKNOWN,-38.3917841,145.1645526,66.61701442
70-72 Braund Avenue ,BELL POST HILL VIC 3215,BELL,VIC,3215,Block of units,6-Apr-22,private treaty,1705000,6,6,6,1,Compton Green Geelong,-38.0984245,144.3337788,63.6094874
72/131 Nepean Highway ,DROMANA VIC 3936,DROMANA,VIC,3936,Apartment ,11-Jan-21,private treaty,162000,2,1,0,1,UNKNOWN,-38.3298645,144.9877885,57.39584479
9/180 Cox Road ,LOVELY BANKS VIC 3213,LOVELY BANKS,VIC,3213,Apartment ,4-Dec-17,private treaty,225000,2,1,1,1,Barry Plant - Geelong,-38.0792044,144.3174922,63.84465715
3/150-168 Bulban Road ,WERRIBEE VIC 3030,WERRIBEE,VIC,3030,Retirement Living,18-Jul-20,private treaty,220000,2,1,1,1,Hodges Werribee,-37.9008141,144.6616976,28.17234413
4/214-216 Wilsons Road ,WHITTINGTON VIC 3219,WHITTINGTON,VIC,3219,Semi-detached,13-Mar-19,private treaty,240000,2,1,1,1,Barry Plant - Geelong,-38.1771092,144.3920658,64.30564193
11/1761 Dandenong Road ,OAKLEIGH EAST VIC 3166,OAKLEIGH EAST,VIC,3166,Apartment ,28-Oct-21,private treaty,345000,2,1,1,1,Upside - National,-37.9039215,145.1153403,16.67802299
111 Wembley Avenue ,STRATHTULLOH VIC 3338,STRATHTULLOH,VIC,3338,Townhouse,18-Jul-22,private treaty,456000,3,2,1,1,Bal Real Estate,-37.7179846,144.5899232,34.51991021
1/40 Pyalong Crescent ,DALLAS VIC 3047,DALLAS,VIC,3047,Townhouse,17-May-22,private treaty,463000,3,2,2,1,Ray White Glenroy,-37.6758825,144.9384877,15.53926636
4/167 Ormond Road ,HAMPTON PARK VIC 3976,HAMPTON PARK,VIC,3976,Townhouse,1-Feb-22,private treaty,418000,2,1,1,1,Sultani Real Estate,-38.0489161,145.2759824,37.87731985
1-14/22 Empire Street ,FOOTSCRAY VIC 3011,FOOTSCRAY,VIC,3011,Block of units,21-May-22,auction,2900000,1,1,1,1,Trimson Partners,-37.7981339,144.897345,6.054337178
5/69-71 Park Crescent ,WILLIAMSTOWN NORTH VIC 3016,WILLIAMSTOWN NORTH,VIC,3016,Apartment ,20-Apr-22,private treaty,785000,2,2,1,1,RT Edgar Williamstown,-37.8526453,144.8688784,9.320483599
302/285 Neerim Road ,CARNEGIE VIC 3163,CARNEGIE,VIC,3163,New apartments / off the plan,18-Apr-22,private treaty,775000,2,2,1,1,Pitard Group,-37.8933729,145.0559135,11.9947914
1 - 8/6 Trewheela Avenue ,MANIFOLD HEIGHTS VIC 3218,MANIFOLD HEIGHTS,VIC,3218,Block of units,26-Jun-21,auction,1950000,1,9,1,1,Geelong Residential,-38.1374209,144.3337974,65.8590841
3/9 Chingford Street ,FAIRFIELD VIC 3078,FAIRFIELD,VIC,3078,Townhouse,25-Jun-22,auction,825000,2,1,1,1,Ray White Preston,-37.769914,145.0249584,7.33413686
2-6 Monash Street ,SUNSHINE VIC 3020,SUNSHINE,VIC,3020,Block of units,9-Jul-21,auction,1815000,2,1,1,1,JMRE Real Estate,-37.788875,144.834619,11.64351712
838 Troups RD S ,MOUNT COTTRELL VIC 3024,MOUNT COTTRELL,VIC,3024,House,15-Dec-16,private treaty,2800000,3,2,2,1,UNKNOWN,-37.7775512,144.6631998,26.67825405
4/15a South Street ,PRESTON VIC 3072,PRESTON,VIC,3072,Villa,25-Jun-22,auction,705000,2,2,2,1,Ray White Preston,-37.7419361,145.0102136,9.041633348
2 Hastings Street ,PEARCEDALE VIC 3912,PEARCEDALE,VIC,3912,House,11-Dec-21,auction,1180000,4,2,2,1009,OBrien Real Estate Cranbourne,-38.2070289,145.2371911,49.85730488
1-4/31 Conrad Street ,ST ALBANS VIC 3021,ST ALBANS,VIC,3021,Block of units,16-Nov-21,auction,1350000,8,4,4,1011,Jas Stephens Real Estate Yarraville,-37.7445766,144.7997023,16.32497698
123&4/25 Adelaide Street ,ST ALBANS VIC 3021,ST ALBANS,VIC,3021,Block of units,2-Jun-22,private treaty,1360000,8,4,4,1019,UNKNOWN,-37.7445766,144.7997023,16.32497698
18 Switchyard Place ,RUBICON VIC 3712,RUBICON,VIC,3712,House,29-Dec-21,private treaty,267000,3,1,0,1116,UNKNOWN,-37.2941826,145.8190999,95.09209123
49 Horwood Drive ,BREAMLEA VIC 3227,BREAMLEA,VIC,3227,House,8-Apr-22,private treaty,1700000,3,2,2,1150,Bellarine Property Pty Ltd,-38.2940801,144.3928522,73.10215895
139 Anderson Road ,ALBION VIC 3020,ALBION,VIC,3020,Block of units,22-Nov-21,auction,1200000,8,6,6,1171,Sweeney Estate Agents Sunshine,-37.7824392,144.8277488,12.41527585
11 Puli Street ,WERRIBEE VIC 3030,WERRIBEE,VIC,3030,Block of units,9-Feb-22,private treaty,1340000,8,4,4,1198,Ray White Werribee,-37.9095198,144.6534582,29.18941965
1-8/30 Rockbank Road ,ARDEER VIC 3022,ARDEER,VIC,3022,Townhouse,27-May-17,auction,1350000,1,8,9,1267,Create Vic Real Estate,-37.7758681,144.8014637,14.8386444
43 Queens Road ,SORRENTO VIC 3943,SORRENTO,VIC,3943,House,7-Feb-22,Another Method,3150000,4,3,3,1393,buymyplace,-38.3417149,144.7369999,61.92481302
10 The Point ,MOUNT MARTHA VIC 3934,MOUNT MARTHA,VIC,3934,New house and land,28-Oct-21,private treaty,4300000,5,3,2,1395,UNKNOWN,-38.2926157,144.9940312,53.28078924
206 Kerferd Road ,ALBERT PARK VIC 3206,ALBERT PARK,VIC,3206,Townhouse,17-Mar-18,auction,1422000,2,2,1,1488,Belle Property Albert Park,-37.8440562,144.9568683,3.364668126
4359 Goulburn Valley Highway ,MOLESWORTH VIC 3718,MOLESWORTH,VIC,3718,House,22-Jan-18,private treaty,320000,3,1,1,1600,Noble Knight Real Estate Pty Ltd,-37.1865592,145.491236,83.93742639
31 Bulla Road ,BULLA VIC 3428,BULLA,VIC,3428,House,30-Apr-22,auction,1115000,4,2,3,1740,Ray White Sunbury Pty Ltd,-37.6371421,144.803827,24.17502732
654 Diggers Road ,WERRIBEE SOUTH VIC 3030,WERRIBEE SOUTH,VIC,3030,House,6-Dec-21,auction,1221000,4,3,2,1754,First National Westwood ,-37.9383186,144.6902292,27.65429317
2312-2320 Portarlington Road ,BELLARINE VIC 3223,BELLARINE,VIC,3223,House,18-Apr-21,private treaty,1420000,3,2,0,10100,RT Edgar Ocean Grove,-38.1280527,144.6257929,45.75637575
251 Potts Road ,SKYE VIC 3977,SKYE,VIC,3977,House,19-Mar-22,auction,2500000,7,4,1,10100,Ray White Frankston,-38.1188095,145.2029838,39.8760414
145 Thompsons Road ,KEILOR NORTH VIC 3036,KEILOR NORTH,VIC,3036,House,19-Aug-21,private treaty,1500000,4,1,6,16000,Nelson Alexander Keilor East,-37.6707746,144.7636616,23.71659333
95C Highfield Drive ,LANGWARRIN SOUTH VIC 3911,LANGWARRIN SOUTH,VIC,3911,House,24-Mar-18,private treaty,1680000,4,3,3,10000,Eview Real Estate - Mornington Peninsula,-38.1948779,145.1931774,46.89513698
610 Hurstbridge - Arthurs Creek Road ,NUTFIELD VIC 3099,NUTFIELD,VIC,3099,House,2-May-22,private treaty,2350000,4,2,8,105200,UNKNOWN,-37.5984731,145.1916213,31.30588321
152 O'Deas Road ,STRATHEWEN VIC 3099,STRATHEWEN,VIC,3099,House,27-Feb-19,private treaty,2200000,4,2,1,1011700,Morrison Kleeman Estate Agents,-37.5425909,145.2739888,40.76230757
6/4 Lime Street ,WHITTLESEA VIC 3757,WHITTLESEA,VIC,3757,Apartment ,11-Feb-22,private treaty,400000,2,1,1,107,Ray White Eltham,-37.5133672,145.1189487,36.16586019
706/30 St Andrews Place ,EAST MELBOURNE VIC 3002,EAST MELBOURNE,VIC,3002,Apartment ,15-Dec-20,private treaty,1350000,2,2,1,110,Kay & Burton South Yarra,-37.8117876,144.9747386,1.052671729
186 Charles Street ,SEDDON VIC 3011,SEDDON,VIC,3011,Townhouse,16-Mar-22,private treaty,843000,2,1,1,111,Jas Stephens Real Estate Yarraville,-37.8069583,144.8941135,6.121105098
6/121 Grange Boulevard ,BUNDOORA VIC 3083,BUNDOORA,VIC,3083,Townhouse,9-Jul-22,private treaty,487000,2,1,1,111,UNKNOWN,-37.7114184,145.0554179,14.01983658
1/43 Church Street ,GEELONG WEST VIC 3218,GEELONG WEST,VIC,3218,Apartment ,7-May-22,auction,416000,2,1,1,113,Harcourts North Geelong,-38.1312778,144.3429837,64.81329281
54 Lambert Street ,RICHMOND VIC 3121,RICHMOND,VIC,3121,Townhouse,22-Oct-21,private treaty,1270000,3,1,1,114,UNKNOWN,-37.8111548,145.0029111,3.509580214
4/84 Mill Park Drive ,MILL PARK VIC 3082,MILL PARK,VIC,3082,Townhouse,18-Jun-22,auction,493000,2,1,1,114,Barry Plant Bundoora,-37.6712491,145.0660246,18.29600323
4A Ballarat Street ,COLLINGWOOD VIC 3066,COLLINGWOOD,VIC,3066,Townhouse,15-Oct-20,auction,1155000,2,1,1,118,Jellis Craig Fitzroy,-37.7949604,144.9906726,3.230163321
17 Kai Close ,CAROLINE SPRINGS VIC 3023,CAROLINE SPRINGS,VIC,3023,Townhouse,8-Apr-22,auction,485000,3,2,1,118,My Agent Real Estate,-37.7237865,144.7388933,22.13616234
5a Maireana Street ,MARIBYRNONG VIC 3032,MARIBYRNONG,VIC,3032,Townhouse,10-Apr-22,private treaty,835000,3,2,1,119,Barry Plant Essendon,-37.7834503,144.897076,6.741438475
201/964 Mt Alexander Road ,ESSENDON VIC 3040,ESSENDON,VIC,3040,Apartment ,27-Apr-22,private treaty,580000,2,2,1,119,Barry Plant Essendon,-37.755963,144.9161779,7.683984377
105 Curzon Road ,BONEO VIC 3939,BONEO,VIC,3939,House,16-May-15,auction,2200000,4,2,0,125500,Kay & Burton Flinders,-38.4245043,144.9125043,68.02666557
11/78 Rippleside Terrace ,TARNEIT VIC 3029,TARNEIT,VIC,3029,Townhouse,18-Mar-22,private treaty,437000,2,1,2,124,UNKNOWN,-37.8465942,144.6883463,24.41027094
4/132 Blyth Street ,BRUNSWICK EAST VIC 3057,BRUNSWICK EAST,VIC,3057,Townhouse,18-Mar-22,private treaty,800000,2,1,1,125,UNKNOWN,-37.7668242,144.9754685,5.381425398
4/22 Mccormicks Road ,SKYE VIC 3977,SKYE,VIC,3977,Apartment ,13-Apr-22,private treaty,570000,2,2,1,126,YPA Cranbourne,-38.0881394,145.1999632,36.87397606
12/20-24 Palmerston Street ,MELTON VIC 3337,MELTON,VIC,3337,Townhouse,28-Feb-22,private treaty,375000,3,1,1,127,LITTLE Real Estate Victoria,-37.6835714,144.5828446,36.46890845
9/9 Greg Norman Drive ,SANCTUARY LAKES VIC 3030,SANCTUARY LAKES,VIC,3030,Townhouse,19-Feb-21,private treaty,295000,2,2,1,128,OBrien Real Estate Werribee,-37.8942887,144.7611676,19.85008039
1102. Andersons Road ,SWAN BAY VIC 3225,SWAN BAY,VIC,3225,House,5-Dec-15,private treaty,2400000,2,2,3,133500,RT Edgar Bellarine,-38.1974774,144.6499536,50.70337884
17 Richhaven Place ,EPPING VIC 3076,EPPING,VIC,3076,Townhouse,12-May-22,private treaty,550000,2,1,1,130,Stockdale & Leggo Epping,-37.6266573,145.0153175,21.36103377
2/8 Anthony Street ,DANDENONG NORTH VIC 3175,DANDENONG NORTH,VIC,3175,Townhouse,17-Jun-22,private treaty,540000,2,2,1,132,Chris Zhang,-37.9665282,145.2142995,27.80298077
9/797-799 Bellarine Highway ,LEOPOLD VIC 3224,LEOPOLD,VIC,3224,Apartment ,6-Jul-22,private treaty,425000,2,1,1,133,Buxton Leopold Pty Ltd,-38.1891547,144.4644962,60.41130854
33/877 Plenty Road ,SOUTH MORANG VIC 3752,SOUTH MORANG,VIC,3752,Retirement Living,14-Jun-22,private treaty,350000,2,1,1,133,Frost Real Estate,-37.6316767,145.0836353,22.90412813
25/21-25 Parkhill Drive ,BERWICK VIC 3806,BERWICK,VIC,3806,Retirement Living,7-Jun-22,private treaty,370000,2,1,1,133,UNKNOWN,-38.0398297,145.3451089,41.86574483
2/69 Mcclelland Avenue ,LARA VIC 3212,LARA,VIC,3212,Apartment ,19-Apr-22,private treaty,445000,2,1,0,134,Hayeswinckle Lara,-38.0242044,144.4141686,53.535932
7 Kangaroo Paw Court ,TAYLORS LAKES VIC 3038,TAYLORS LAKES,VIC,3038,Townhouse,28-May-22,auction,600000,3,2,2,134,Barry Plant Taylors Lakes,-37.7136222,144.810671,17.46399815
4/23-25 Duke Street ,SUNSHINE VIC 3020,SUNSHINE,VIC,3020,Townhouse,3-Mar-22,private treaty,650000,3,2,2,135,Bells Real Estate Sunshine,-37.7678879,144.8492714,11.2593226
71A Alma Road ,ST KILDA VIC 3182,ST KILDA,VIC,3182,Townhouse,10-Oct-21,auction,1385000,3,2,1,135,Buxton Real Estate Bentleigh,-37.8604169,144.9839038,5.452238609
180 Grants Road ,WOODSTOCK VIC 3751,WOODSTOCK,VIC,3751,House,20-Dec-18,private treaty,2105000,4,2,6,145700,Morrison Kleeman Estate Agents,-37.5231334,145.0608537,33.50028341
2/15 Bicentennial Crescent ,MEADOW HEIGHTS VIC 3048,MEADOW HEIGHTS,VIC,3048,Townhouse,28-Dec-21,private treaty,350000,2,2,1,140,Ray White Glenroy,-37.6447308,144.9250366,19.14800269
76 Coventry Street ,SOUTHBANK VIC 3006,SOUTHBANK,VIC,3006,Townhouse,21-Mar-20,auction,1441000,3,2,1,141,Ray White Southbank & Port Phillip,-37.8303243,144.9654999,1.803295155
13 Deveney Street ,KENSINGTON VIC 3031,KENSINGTON,VIC,3031,Townhouse,10-Apr-21,auction,1002000,3,1,1,144,Rendina Real Estate,-37.78912545,144.9273304,4.20784778
8 Fitzpatrick Street ,SOUTH MELBOURNE VIC 3205,SOUTH MELBOURNE,VIC,3205,Townhouse,19-Nov-16,auction,1450000,3,2,1,146,Cayzer Real Estate Albert Park,-37.8330116,144.967056,2.11828246
2/16 Wareham Street ,SPRINGVALE VIC 3171,SPRINGVALE,VIC,3171,Townhouse,4-Feb-22,private treaty,750000,3,1,2,148,Leyton Real Estate,-37.9390731,145.1583582,22.05838817
3/3 Findon Street ,SOUTH GEELONG VIC 3220,SOUTH GEELONG,VIC,3220,Apartment ,12-Apr-22,private treaty,486000,2,1,1,148,Barry Plant Highton,-38.1607585,144.3585603,65.53622213
2/29 Anne Street ,YEA VIC 3717,YEA,VIC,3717,Apartment ,4-Mar-22,private treaty,375000,1,1,1,148,Noble Knight Real Estate Pty Ltd,-37.2119503,145.4267396,78.48903996
19 Primes Court ,BALLIANG VIC 3340,BALLIANG,VIC,3340,House,4-Jan-22,private treaty,1020000,4,2,0,157800,Arbee Real Estate,-37.8045126,144.381106,51.16092421
7/37 Groom Street ,CLIFTON HILL VIC 3068,CLIFTON HILL,VIC,3068,Apartment ,4-Jul-22,private treaty,1079000,2,2,2,150,David Sanguinedo,-37.7934797,144.9981588,3.844621691
4/2 Millar Road ,TULLAMARINE VIC 3043,TULLAMARINE,VIC,3043,Townhouse,17-May-22,private treaty,525000,2,1,1,150,Barry Plant Gladstone Park,-37.6926585,144.8764697,15.52231855
2/7 Leigh Court ,DALLAS VIC 3047,DALLAS,VIC,3047,Townhouse,26-Nov-21,auction,340000,2,2,1,152,Ray White Brunswick,-37.6753634,144.9320196,15.68572029
12/17 Golden Elm Way ,LYNDHURST VIC 3975,LYNDHURST,VIC,3975,Apartment ,8-Jun-22,private treaty,540000,2,2,2,152,UNKNOWN,-38.0634874,145.2446275,37.12676119
22 Selandra Boulevard ,CLYDE NORTH VIC 3978,CLYDE NORTH,VIC,3978,Apartment ,22-Jul-22,private treaty,583750,3,2,1,153,Kulwant Singh,-38.1180649,145.3227727,46.22396663
35A Hunter Street ,RICHMOND VIC 3121,RICHMOND,VIC,3121,Townhouse,12-Nov-16,auction,1430000,2,2,2,153,Jellis Craig Richmond & Surrounds,-37.8209542,145.00536,3.782907831
11/9 Galton Circuit ,CRAIGIEBURN VIC 3064,CRAIGIEBURN,VIC,3064,Townhouse,13-May-22,auction,399000,2,1,1,154,Jason Real Estate Sales PTY LTD,-37.5833621,144.9115934,26.07599753
11 Pebblebeach Path ,CRANBOURNE VIC 3977,CRANBOURNE,VIC,3977,Townhouse,11-May-22,private treaty,545000,3,2,2,154,Hockingstuart Cranbourne,-38.1102503,145.2553437,41.72253661
32 Nolita Walk ,POINT COOK VIC 3030,POINT COOK,VIC,3030,New house and land,10-Jan-22,private treaty,595000,4,3,2,156,Sterling Realty Pty Ltd,-37.8814795,144.7188927,22.72155885
2/12 Chettam Street ,EPPING VIC 3076,EPPING,VIC,3076,Apartment ,26-May-22,private treaty,530000,3,2,1,156,James & Co Real Estate,-37.6348468,145.0392329,21.04400182
1/3 Wedding Court ,BROADMEADOWS VIC 3047,BROADMEADOWS,VIC,3047,Townhouse,6-May-22,auction,562500,3,2,2,156,Eview Group - C+M Residential,-37.6904691,144.9283985,14.09994798
12/35-39 Elphinstone Street ,WEST FOOTSCRAY VIC 3012,WEST FOOTSCRAY,VIC,3012,Apartment ,19-Mar-22,auction,750000,3,1,1,160,Jas Stephens Real Estate Yarraville,-37.8005584,144.8710808,8.233385399
4 Parkville Street ,BURNLEY VIC 3121,BURNLEY,VIC,3121,House,9-Apr-22,private treaty,1355000,3,1,0,162,Belle Property Richmond,-37.8288669,145.0099701,4.423833968
88A Duke Street ,BRAYBROOK VIC 3019,BRAYBROOK,VIC,3019,Apartment ,24-May-22,private treaty,560000,2,1,1,163,Create Vic Real Estate,-37.782995,144.8465677,10.81991534
4/30 Douglas Street ,HASTINGS VIC 3915,HASTINGS,VIC,3915,Villa,18-Oct-18,private treaty,322000,2,1,1,164,UNKNOWN,-38.31298,145.1934493,59.02914798
2/8 Williams Street ,DROMANA VIC 3936,DROMANA,VIC,3936,Townhouse,26-Feb-22,auction,1258000,3,2,2,164,RT Edgar Rye,-38.3335339,144.9765134,57.77529657
13/109 Major Road ,FAWKNER VIC 3060,FAWKNER,VIC,3060,Apartment ,31-May-22,private treaty,487500,2,1,1,164,Eview Group - C+M Residential,-37.7070012,144.9624426,11.92582952
14 Ellesmere Lane ,PRAHRAN VIC 3181,PRAHRAN,VIC,3181,Townhouse,31-Mar-21,auction,1430000,2,2,2,164,Biggin & Scott Stonnington,-37.84981875,144.9898036,4.599917563
27 Paterson Street ,ABBOTSFORD VIC 3067,ABBOTSFORD,VIC,3067,Townhouse,1-Mar-19,private treaty,1530000,3,2,1,164,Jellis Craig Richmond & Surrounds,-37.8026481,145.0009241,3.559367904
2/9 Kumara Circuit ,SOUTH MORANG VIC 3752,SOUTH MORANG,VIC,3752,Apartment ,10-Jun-22,private treaty,585000,3,2,1,165,RESIDER Real Estate,-37.6350504,145.0846553,22.61430392
32A Elder Road ,HOPPERS CROSSING VIC 3029,HOPPERS CROSSING,VIC,3029,Townhouse,4-Jul-22,private treaty,485000,2,3,1,166,Mitch Smit,-37.8609284,144.6893567,24.6068327
4/37 Cash Street ,KINGSBURY VIC 3083,KINGSBURY,VIC,3083,Apartment ,18-Jun-22,auction,512000,2,1,1,167,Ray White Bundoora,-37.7147004,145.0414233,13.03406459
2/39 Kelvin Avenue ,MONTMORENCY VIC 3094,MONTMORENCY,VIC,3094,Apartment ,12-Mar-22,private treaty,815400,3,1,1,167,Jellis Craig Eltham,-37.7126565,145.1198271,17.81551211
54 Westgarth Street ,NORTHCOTE VIC 3070,NORTHCOTE,VIC,3070,Townhouse,25-Oct-21,auction,972000,3,2,2,168,Jellis Craig Northcote,-37.7820439,145.004897,5.124732583
66 Waterways Drive ,CRANBOURNE NORTH VIC 3977,CRANBOURNE NORTH,VIC,3977,Townhouse,31-Mar-22,private treaty,548000,3,2,1,168,Ray White Cranbourne,-38.0860707,145.3276269,44.00280536
20 Gallery Walk ,MOUNT DUNEED VIC 3217,MOUNT DUNEED,VIC,3217,Townhouse,17-May-22,private treaty,655000,4,2,2,168,Buxton Newtown,-38.2316529,144.3170763,73.21682379
20 Goldlang Street ,DANDENONG VIC 3175,DANDENONG,VIC,3175,Townhouse,6-May-22,private treaty,610000,2,1,2,170,Buxton Keysborough,-37.9759624,145.1954922,27.19457059
9/91-93 Kirkham Road ,DANDENONG VIC 3175,DANDENONG,VIC,3175,Villa,27-Mar-18,private treaty,330000,2,1,1,171,Ray White Noble Park,-37.9901275,145.2098283,29.18108354
15/37 Stephen Street ,YARRAVILLE VIC 3013,YARRAVILLE,VIC,3013,Townhouse,22-Jun-21,auction,1122500,3,2,2,172,Buxton Inner West,-37.8185375,144.8940157,6.094703481
3/40 Langs Road ,ASCOT VALE VIC 3032,ASCOT VALE,VIC,3032,Townhouse,2-May-22,auction,850000,3,2,1,172,Edward Thomas,-37.7831417,144.9071929,6.012055343
49/12-32 Pecks Road ,SYDENHAM VIC 3037,SYDENHAM,VIC,3037,Townhouse,18-Mar-22,private treaty,425000,3,1,1,174,Sweeney Estate Agents Caroline Springs,-37.6997223,144.7653295,21.56044297
5 Hawkshead Place ,CRANBOURNE NORTH VIC 3977,CRANBOURNE NORTH,VIC,3977,Apartment ,27-May-22,private treaty,500000,2,1,1,174,UNKNOWN,-38.0757737,145.2968851,41.27099026
8/885 Plenty Road ,SOUTH MORANG VIC 3752,SOUTH MORANG,VIC,3752,Apartment ,19-May-22,auction,530000,2,1,1,175,Ray White Preston,-37.6316767,145.0836353,22.90412813
